성분명,CAS번호,규제국가,규제구분,단서조항,제한사항,제한농도값_percent,최소제한농도_percent,최대제한농도_percent,예측_Kp_cm_h,Cmax_mg_L,Tmax_h,AUC_mg_h_L,총흡수량_mg,SED_mg_kg_day,적용기준치_mg_kg_day,적용기준치_종류,MoS,log_MoS,MoS_group,대시보드판정,PoD_보강상태,기준치_신뢰도,기준치_출처,기준치_출처_URL,기준치_근거요약,규제우선경고,국소독성_주의,SMILES_InChI_확보필요,PoD_추가조사우선순위,남은과제_메모,독성종말점,독성종말점_분류,독성용량,독성용량_추출값_mg_kg,독성용량_표준화메모,독성용량_MoS사용여부,독성시험종,독성노출경로,독성정보_URL,국문표준명,영문성분명,기준치_우선순위,MoS계산식
"2,4,6-Trichlorophenol",88-06-2,한국,금지,,,,,,0.0471941289249773,0.710507000182429,9.0,13.894743468260234,7.058111566425301,0.0588175963868775,3.0,NOAEL_외부레퍼런스,51.0051444514539,1.7076139818666112,Borderline,주의,외부 PoD 적용(v3),높음,EPA PPRTV / WHO Chlorophenols review,https://hhpprtv.ornl.gov/issue_papers/Trichlorophenol246.pdf,EPA PPRTV derives provisional RfD using rat reproductive study NOAEL 3.0 mg/kg-day and LOAEL 30 mg/kg-day. 염소화 페놀. 발암성/국소효과는 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,LD50,LD50,2.8 g/kg,2800.0,단회 또는 기간 불명,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5700000029,"2,4,6-트라이클로로페놀","2,4,6-Trichlorophenol",2_EPA/WHO_외부PoD,3 / 0.0588176 = 51.01
"2,4,6-Trichlorophenol",88-06-2,EU,금지,,,,,,0.0471941289249773,0.710507000182429,9.0,13.894743468260234,7.058111566425301,0.0588175963868775,3.0,NOAEL_외부레퍼런스,51.0051444514539,1.7076139818666112,Borderline,주의,외부 PoD 적용(v3),높음,EPA PPRTV / WHO Chlorophenols review,https://hhpprtv.ornl.gov/issue_papers/Trichlorophenol246.pdf,EPA PPRTV derives provisional RfD using rat reproductive study NOAEL 3.0 mg/kg-day and LOAEL 30 mg/kg-day. 염소화 페놀. 발암성/국소효과는 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,LD50,LD50,2.8 g/kg,2800.0,단회 또는 기간 불명,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5700000029,"2,4,6-트라이클로로페놀","2,4,6-Trichlorophenol",2_EPA/WHO_외부PoD,3 / 0.0588176 = 51.01
"2,4,6-Trichlorophenol",88-06-2,대만,금지,,,,,,0.0471941289249773,0.710507000182429,9.0,13.894743468260234,7.058111566425301,0.0588175963868775,3.0,NOAEL_외부레퍼런스,51.0051444514539,1.7076139818666112,Borderline,주의,외부 PoD 적용(v3),높음,EPA PPRTV / WHO Chlorophenols review,https://hhpprtv.ornl.gov/issue_papers/Trichlorophenol246.pdf,EPA PPRTV derives provisional RfD using rat reproductive study NOAEL 3.0 mg/kg-day and LOAEL 30 mg/kg-day. 염소화 페놀. 발암성/국소효과는 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,LD50,LD50,2.8 g/kg,2800.0,단회 또는 기간 불명,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5700000029,"2,4,6-트라이클로로페놀","2,4,6-Trichlorophenol",2_EPA/WHO_외부PoD,3 / 0.0588176 = 51.01
"2,4,6-Trichlorophenol",88-06-2,브라질,금지,,,,,,0.0471941289249773,0.710507000182429,9.0,13.894743468260234,7.058111566425301,0.0588175963868775,3.0,NOAEL_외부레퍼런스,51.0051444514539,1.7076139818666112,Borderline,주의,외부 PoD 적용(v3),높음,EPA PPRTV / WHO Chlorophenols review,https://hhpprtv.ornl.gov/issue_papers/Trichlorophenol246.pdf,EPA PPRTV derives provisional RfD using rat reproductive study NOAEL 3.0 mg/kg-day and LOAEL 30 mg/kg-day. 염소화 페놀. 발암성/국소효과는 별도 검토 필요.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,LD50,LD50,2.8 g/kg,2800.0,단회 또는 기간 불명,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5700000029,"2,4,6-트라이클로로페놀","2,4,6-Trichlorophenol",2_EPA/WHO_외부PoD,3 / 0.0588176 = 51.01
"3,4-Xylenol",95-65-8,,,,,,,,0.0346638981998204,0.6265431493211187,10.0,13.027275673975575,6.641444856227469,0.0553453738018955,33.0,NOAEL_외부레퍼런스,596.2557976050709,2.7754326148668698,Safe,안정,외부 PoD 적용,중간,"RIFM/ECHA fragrance ingredient safety assessment, 3,4-xylenol",https://research-portal.uu.nl/ws/portalfiles/portal/250721704/1-s2.0-S0278691524007713-main.pdf,"Repeated-dose toxicity NOAEL 33 mg/kg/day, developmental toxicity NOAEL 180 mg/kg/day, fertility NOAEL 245 mg/kg/day. 보수적으로 33 적용.",규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,2_ECHA/RIFM,33 / 0.0553454 = 596.3
Methyl 4-hydroxyphenylacetate,14199-15-6,,,,,,,,0.0191604148131545,0.9640858910062904,6.5,16.083711369230183,8.086739797706132,0.0673894983142177,0.0023,TTC_Cramer III,0.0341299469136239,-1.4668643872308285,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.0673895 = 0.03413
Hydrocortisone-21-hexanoate; Hydrocortisone caproate,3593-96-2,,,,,,,,0.009725746456816,0.8740837233217743,7.5,15.324462576820562,7.741701352448965,0.0645141779370747,0.0023,TTC_Cramer III,0.0356510781590266,-1.4479273316905008,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.0645142 = 0.03565
Hydrocortisone-21-hemisuccinate,2203-97-6,EU,금지,,,,,,0.0006456221490761,0.214568531474307,14.5,6.130369779963772,3.275483890397954,0.0272956990866496,0.0023,TTC_Cramer III,0.0842623591613719,-1.074366385745336,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,하이드록시코르티손석시네이트,Hydroxycortisone Succinate,TTC_fallback,0.0023 / 0.0272957 = 0.08426
Hydrocortisone-21-hemisuccinate,2203-97-6,아세안,금지,,,,,,0.0006456221490761,0.214568531474307,14.5,6.130369779963772,3.275483890397954,0.0272956990866496,0.0023,TTC_Cramer III,0.0842623591613719,-1.074366385745336,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,하이드록시코르티손석시네이트,Hydroxycortisone Succinate,TTC_fallback,0.0023 / 0.0272957 = 0.08426
Hydrocortisone-21-hemisuccinate,2203-97-6,중국,금지,,,,,,0.0006456221490761,0.214568531474307,14.5,6.130369779963772,3.275483890397954,0.0272956990866496,0.0023,TTC_Cramer III,0.0842623591613719,-1.074366385745336,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,하이드록시코르티손석시네이트,Hydroxycortisone Succinate,TTC_fallback,0.0023 / 0.0272957 = 0.08426
Hydrocortisone-21-hemisuccinate,2203-97-6,캐나다,금지,,,,,,0.0006456221490761,0.214568531474307,14.5,6.130369779963772,3.275483890397954,0.0272956990866496,0.0023,TTC_Cramer III,0.0842623591613719,-1.074366385745336,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,하이드록시코르티손석시네이트,Hydroxycortisone Succinate,TTC_fallback,0.0023 / 0.0272957 = 0.08426
Hydrocortisone-21-hemisuccinate,2203-97-6,한국,금지,,,,,,0.0006456221490761,0.214568531474307,14.5,6.130369779963772,3.275483890397954,0.0272956990866496,0.0023,TTC_Cramer III,0.0842623591613719,-1.074366385745336,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,하이드록시코르티손석시네이트,Hydroxycortisone Succinate,TTC_fallback,0.0023 / 0.0272957 = 0.08426
Hydrocortisone-21-hemisuccinate,2203-97-6,브라질,금지,,,,,,0.0006456221490761,0.214568531474307,14.5,6.130369779963772,3.275483890397954,0.0272956990866496,0.0023,TTC_Cramer III,0.0842623591613719,-1.074366385745336,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,하이드록시코르티손석시네이트,Hydroxycortisone Succinate,TTC_fallback,0.0023 / 0.0272957 = 0.08426
Hydrocortisone-21-hemisuccinate,2203-97-6,아르헨티나,금지,,,,,,0.0006456221490761,0.214568531474307,14.5,6.130369779963772,3.275483890397954,0.0272956990866496,0.0023,TTC_Cramer III,0.0842623591613719,-1.074366385745336,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,하이드록시코르티손석시네이트,Hydroxycortisone Succinate,TTC_fallback,0.0023 / 0.0272957 = 0.08426
Hydrocortisone-21-propionate,6677-98-1,,,,,,,,0.0020844437553418,0.4836753539190145,11.5,11.228138452979458,5.780069693196939,0.0481672474433078,0.0023,TTC_Cramer III,0.0477502892957931,-1.3210239928930934,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.0481672 = 0.04775
4-Amino-2-Nitrophenol,119-34-6,아세안,금지,,,,,,9.862842479566812e-05,0.0041009948227179,17.5,0.1343664798667432,0.075021490793936,0.0006251790899494,2.5e-06,TTC_DNA reactive alert,0.0039988541526594,-2.3980644352889056,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조 알림기/염모제/니트로·아민·알킬화 가능성 → DNA reactive alert. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-아미노-o-나이트로페놀(4-아미노-2-나이트로페놀),p-Amino-o-nitrophenol(4-Amino-2-nitrophenol),TTC_fallback,2.5e-06 / 0.000625179 = 0.003999
4-Amino-2-Nitrophenol,119-34-6,중국,금지,,,,,,9.862842479566812e-05,0.0041009948227179,17.5,0.1343664798667432,0.075021490793936,0.0006251790899494,2.5e-06,TTC_DNA reactive alert,0.0039988541526594,-2.3980644352889056,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조 알림기/염모제/니트로·아민·알킬화 가능성 → DNA reactive alert. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-아미노-o-나이트로페놀(4-아미노-2-나이트로페놀),p-Amino-o-nitrophenol(4-Amino-2-nitrophenol),TTC_fallback,2.5e-06 / 0.000625179 = 0.003999
4-Amino-2-Nitrophenol,119-34-6,EU,금지,,,,,,9.862842479566812e-05,0.0041009948227179,17.5,0.1343664798667432,0.075021490793936,0.0006251790899494,2.5e-06,TTC_DNA reactive alert,0.0039988541526594,-2.3980644352889056,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조 알림기/염모제/니트로·아민·알킬화 가능성 → DNA reactive alert. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-아미노-o-나이트로페놀(4-아미노-2-나이트로페놀),p-Amino-o-nitrophenol(4-Amino-2-nitrophenol),TTC_fallback,2.5e-06 / 0.000625179 = 0.003999
4-Amino-2-Nitrophenol,119-34-6,캐나다,금지,,,,,,9.862842479566812e-05,0.0041009948227179,17.5,0.1343664798667432,0.075021490793936,0.0006251790899494,2.5e-06,TTC_DNA reactive alert,0.0039988541526594,-2.3980644352889056,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조 알림기/염모제/니트로·아민·알킬화 가능성 → DNA reactive alert. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-아미노-o-나이트로페놀(4-아미노-2-나이트로페놀),p-Amino-o-nitrophenol(4-Amino-2-nitrophenol),TTC_fallback,2.5e-06 / 0.000625179 = 0.003999
